"Symbol","AssetType","Name","Description","Exchange","Currency","Country","Sector","Industry","Address","FullTimeEmployees","FiscalYearEnd","LatestQuarter","MarketCapitalization","EBITDA","PERatio","PEGRatio","BookValue","DividendPerShare","DividendYield","EPS","RevenuePerShareTTM","ProfitMargin","OperatingMarginTTM","ReturnOnAssetsTTM","ReturnOnEquityTTM","RevenueTTM","GrossProfitTTM","DilutedEPSTTM","QuarterlyEarningsGrowthYOY","QuarterlyRevenueGrowthYOY","AnalystTargetPrice","TrailingPE","ForwardPE","PriceToSalesRatioTTM","PriceToBookRatio","EVToRevenue","EVToEBITDA","Beta","52WeekHigh","52WeekLow","50DayMovingAverage","200DayMovingAverage","SharesOutstanding","SharesFloat","SharesShort","SharesShortPriorMonth","ShortRatio","ShortPercentOutstanding","ShortPercentFloat","PercentInsiders","PercentInstitutions","ForwardAnnualDividendRate","ForwardAnnualDividendYield","PayoutRatio","DividendDate","ExDividendDate","LastSplitFactor","LastSplitDate"
"SABR","Common Stock","Sabre Corporation","Sabre Corporation, through its subsidiary, Sabre Holdings Corporation, provides technology solutions to the travel and tourism industry worldwide. It operates in three segments: Travel Network, Airline Solutions, and Hospitality Solutions. The Travel Network segment operates as a business-to-business travel marketplace that offers travel content, such as inventory, prices, and availability from a range of travel suppliers, including airlines, hotels, car rental brands, rail carriers, cruise lines, and tour operators with a network of travel buyers comprising online and offline travel agencies, travel management companies, and corporate travel departments. The Airline Solutions segment provides a portfolio of software technology products and solutions through software-as-a-service (SaaS) and hosted delivery models to airlines and other travel suppliers. Its products include SabreSonic Customer Sales & Service, a reservation system that provides capabilities around managing sales and customer service across an airline's touch points; Sabre AirVision Marketing & Planning, a set of airline commercial planning solutions; and Sabre AirCentre Enterprise Operations, a set of solutions for planning and management of airline, airport, and customer operations. The Hospitality Solutions segment provides software and solutions to hoteliers through SaaS and hosted delivery model. It offers SynXis, a central reservation system; SynXis Property Manager Solution for property management; and marketing, professional, and revenue management services. Sabre Corporation has strategic partnership with Google to develop an artificial intelligence (ai)-driven technology platform. sThe company was founded in 2006 and is headquartered in Southlake, Texas.","NASDAQ","USD","USA","Technology","Information Technology Services","3150 Sabre Drive, Southlake, TX, United States, 76092","9250","December","2020-09-30","3975380480","278920992","18.5172","1.3572","1.992","0.56","0.1013","0.843","7.036","-0.4878","-0.3152","-0.0637","-1.1906","1961808000","939985000","-3.44","-0.134","-0.717","12.2","18.5172","27.5482","1.5354","5.4119","3.2747","11.6544","2.2481","21.8919","3.3","11.887","8.9931","317268992","316183844","61697528","57386761","8.59","0.19","0.2138","0.971","105.024","0","0.1013","0","2020-03-30","2020-03-19","None","None"
