"fiscalDateEnding","reportedCurrency","totalRevenue","totalOperatingExpense","costOfRevenue","grossProfit","ebit","netIncome","researchAndDevelopment","effectOfAccountingCharges","incomeBeforeTax","minorityInterest","sellingGeneralAdministrative","otherNonOperatingIncome","operatingIncome","otherOperatingExpense","interestExpense","taxProvision","interestIncome","netInterestIncome","extraordinaryItems","nonRecurring","otherItems","incomeTaxExpense","totalOtherIncomeExpense","discontinuedOperations","netIncomeFromContinuingOperations","netIncomeApplicableToCommonShares","preferredStockAndOtherAdjustments"
"2020-06-30","USD","2453000","49395000","None","2453000","-45607000","-45892000","35778000","None","-45762000","None","13617000","1133000","-46942000","None","None","83000","None","None","None","None","None","83000","1180000","None","-45892000","-45892000","None"
"2019-06-30","USD","41692000","46042000","13828000","41692000","-1930000","-2006000","33183000","None","-1895000","None","12859000","2420000","-4350000","None","None","76000","2009000","None","None","None","None","76000","2455000","None","-1971000","-2006000","None"
"2018-06-30","USD","24186000","46570000","15366000","24186000","-21228000","-21300000","32181000","None","-21208000","None","14389000","1156000","-22384000","None","0","72000","1301000","None","791000","None","None","72000","1176000","None","-21280000","-21300000","None"
"2017-06-30","USD","39473000","37571000","11226000","39473000","2807000","407000","26217000","None","2807000","None","11354000","905000","1902000","None","0","2400000","952000","None","None","None","None","2400000","905000","None","407000","407000","None"
"2016-06-30","USD","47361000","49450000","28400000","47361000","-1381000","-1381000","38864000","None","-1381000","None","10586000","708000","-2089000","None","0","None","711000","None","None","None","None","0","708000","None","-1381000","-1381000","None"
