"Symbol","AssetType","Name","Description","Exchange","Currency","Country","Sector","Industry","Address","FullTimeEmployees","FiscalYearEnd","LatestQuarter","MarketCapitalization","EBITDA","PERatio","PEGRatio","BookValue","DividendPerShare","DividendYield","EPS","RevenuePerShareTTM","ProfitMargin","OperatingMarginTTM","ReturnOnAssetsTTM","ReturnOnEquityTTM","RevenueTTM","GrossProfitTTM","DilutedEPSTTM","QuarterlyEarningsGrowthYOY","QuarterlyRevenueGrowthYOY","AnalystTargetPrice","TrailingPE","ForwardPE","PriceToSalesRatioTTM","PriceToBookRatio","EVToRevenue","EVToEBITDA","Beta","52WeekHigh","52WeekLow","50DayMovingAverage","200DayMovingAverage","SharesOutstanding","SharesFloat","SharesShort","SharesShortPriorMonth","ShortRatio","ShortPercentOutstanding","ShortPercentFloat","PercentInsiders","PercentInstitutions","ForwardAnnualDividendRate","ForwardAnnualDividendYield","PayoutRatio","DividendDate","ExDividendDate","LastSplitFactor","LastSplitDate"
"NVDA","Common Stock","NVIDIA Corporation","NVIDIA Corporation operates as a visual computing company worldwide. It operates in two segments, GPU and Tegra Processor. The GPU segment offers processors, which include GeForce for PC gaming and mainstream PCs; GeForce NOW for cloud-based gaming; Quadro for design professionals working in computer-aided design, video editing, special effects, and other creative applications; Tesla for artificial intelligence (AI) utilizing deep learning, accelerated computing, and general purpose computing; GRID, which provides power of NVIDIA graphics through the cloud and datacenters; DGX for AI scientists, researchers, and developers; and EGX for accelerated AI computing at the edge. The Tegra Processor segment provides processors comprising SHIELD devices and services designed to harness the power of mobile-cloud to revolutionize home entertainment, AI, and gaming; AGX, a power-efficient AI computing platform for intelligent edge devices; DRIVE AGX for self-driving vehicles; Clara AGX for medical instruments; and Jetson AGX for robotics and other embedded use. The company's products are used in gaming, professional visualization, datacenter, and automotive markets. NVIDIA Corporation sells its products to original equipment manufacturers, original device manufacturers, system builders, add-in board manufacturers, retailers/distributors, Internet and cloud service providers, automotive manufacturers and tier-1 automotive suppliers, mapping companies, start-ups, and other ecosystem participants. NVIDIA Corporation was founded in 1993 and is headquartered in Santa Clara, California.","NASDAQ","USD","USA","Technology","Semiconductors","2788 San Tomas Expressway, Santa Clara, CA, United States, 95051","13775","January","2020-10-31","336513171456","5119000064","88.8736","2.8827","24.772","0.64","0.0012","6.117","24.057","0.2589","0.2844","0.1231","0.2882","14776999936","6768000000","6.117","0.462","0.568","596.02","88.8736","48.0769","21.9675","21.0801","21.599","66.6112","1.4157","588.8959","180.491","530.8828","515.1129","619000000","593373400","7451193","6439494","1.03","0.01","0.0126","4.183","68.434","0.64","0.0012","0.0729","2020-12-29","2020-12-03","3:2","2007-09-11"
