"fiscalDateEnding","reportedCurrency","totalAssets","intangibleAssets","earningAssets","otherCurrentAssets","totalLiabilities","totalShareholderEquity","deferredLongTermLiabilities","otherCurrentLiabilities","commonStock","retainedEarnings","otherLiabilities","goodwill","otherAssets","cash","totalCurrentLiabilities","shortTermDebt","currentLongTermDebt","otherShareholderEquity","propertyPlantEquipment","totalCurrentAssets","longTermInvestments","netTangibleAssets","shortTermInvestments","netReceivables","longTermDebt","inventory","accountsPayable","totalPermanentEquity","additionalPaidInCapital","commonStockTotalEquity","preferredStockTotalEquity","retainedEarningsTotalEquity","treasuryStock","accumulatedAmortization","otherNonCurrrentAssets","deferredLongTermAssetCharges","totalNonCurrentAssets","capitalLeaseObligations","totalLongTermDebt","otherNonCurrentLiabilities","totalNonCurrentLiabilities","negativeGoodwill","warrants","preferredStockRedeemable","capitalSurplus","liabilitiesAndShareholderEquity","cashAndShortTermInvestments","accumulatedDepreciation","commonStockSharesOutstanding"
"2020-01-31","USD","17315000000","49000000","None","157000000","5111000000","12204000000","None","85000000","1000000","14971000000","775000000","618000000","666000000","10896000000","1784000000","None","None","1000000","1674000000","13690000000","None","11537000000","1000000","1657000000","1991000000","979000000","1784000000","None","None","1000000","None","14971000000","-9814000000","None","736000000","None","548000000","652000000","1991000000","1336000000","3327000000","None","None","None","7045000000","17315000000","10897000000","None","612000000"
"2019-01-31","USD","13292000000","45000000","None","136000000","3950000000","9342000000","None","61000000","1000000","12565000000","633000000","618000000","668000000","782000000","1329000000","None","None","-12000000","1404000000","10557000000","None","8679000000","6640000000","1424000000","1988000000","1575000000","511000000","None","None","1000000","None","12565000000","-9263000000","None","668000000","None","2735000000","None","1988000000","14000000","2621000000","None","None","None","6051000000","13292000000","7422000000","None","606000000"
"2018-01-31","USD","11241000000","52000000","None","86000000","3770000000","7471000000","15000000","201000000","1000000","8787000000","632000000","618000000","319000000","4002000000","1153000000","15000000","15000000","-18000000","997000000","9255000000","None","6801000000","3106000000","1265000000","1985000000","796000000","596000000","0","0","1000000","0","8787000000","-6650000000","None","319000000","None","1986000000","None","1985000000","2000000","2617000000","None","None","None","5351000000","11241000000","7108000000","None","606000000"
"2017-01-31","USD","9841000000","104000000","None","118000000","4079000000","5762000000","4000000","211000000","1000000","6108000000","308000000","618000000","62000000","1766000000","1819000000","796000000","827000000","-16000000","521000000","8536000000","None","5040000000","5032000000","826000000","1983000000","794000000","485000000","0","0","1000000","0","6108000000","-5039000000","None","62000000","None","1305000000","6000000","1989000000","20000000","2260000000","None","31000000","None","4708000000","9841000000","6798000000","None","585000000"
"2016-01-31","USD","7370000000","166000000","None","93000000","2814000000","4469000000","0","532000000","1000000","4350000000","533000000","618000000","67000000","596000000","2351000000","1413000000","1413000000","-4000000","466000000","6053000000","None","3772000000","4441000000","505000000","87000000","418000000","938000000","0","0","1000000","0","4350000000","-4048000000","None","67000000","None","1317000000","10000000","10000000","453000000","463000000","None","87000000","None","4170000000","7370000000","5037000000","None","539000000"
