"Symbol","AssetType","Name","Description","Exchange","Currency","Country","Sector","Industry","Address","FullTimeEmployees","FiscalYearEnd","LatestQuarter","MarketCapitalization","EBITDA","PERatio","PEGRatio","BookValue","DividendPerShare","DividendYield","EPS","RevenuePerShareTTM","ProfitMargin","OperatingMarginTTM","ReturnOnAssetsTTM","ReturnOnEquityTTM","RevenueTTM","GrossProfitTTM","DilutedEPSTTM","QuarterlyEarningsGrowthYOY","QuarterlyRevenueGrowthYOY","AnalystTargetPrice","TrailingPE","ForwardPE","PriceToSalesRatioTTM","PriceToBookRatio","EVToRevenue","EVToEBITDA","Beta","52WeekHigh","52WeekLow","50DayMovingAverage","200DayMovingAverage","SharesOutstanding","SharesFloat","SharesShort","SharesShortPriorMonth","ShortRatio","ShortPercentOutstanding","ShortPercentFloat","PercentInsiders","PercentInstitutions","ForwardAnnualDividendRate","ForwardAnnualDividendYield","PayoutRatio","DividendDate","ExDividendDate","LastSplitFactor","LastSplitDate"
"AAPL","Common Stock","Apple Inc","Apple Inc. designs, manufactures, and markets smartphones, personal computers, tablets, wearables, and accessories worldwide. It also sells various related services. The company offers iPhone, a line of smartphones; Mac, a line of personal computers; iPad, a line of multi-purpose tablets; and wearables, home, and accessories comprising AirPods, Apple TV, Apple Watch, Beats products, HomePod, iPod touch, and other Apple-branded and third-party accessories. It also provides AppleCare support services; cloud services store services; and operates various platforms, including the App Store, that allow customers to discover and download applications and digital content, such as books, music, video, games, and podcasts. In addition, the company offers various services, such as Apple Arcade, a game subscription service; Apple Music, which offers users a curated listening experience with on-demand radio stations; Apple News+, a subscription news and magazine service; Apple TV+, which offers exclusive original content; Apple Card, a co-branded credit card; and Apple Pay, a cashless payment service, as well as licenses its intellectual property. The company serves consumers, and small and mid-sized businesses; and the education, enterprise, and government markets. It sells and delivers third-party applications for its products through the App Store. The company also sells its products through its retail and online stores, and direct sales force; and third-party cellular network carriers, wholesalers, retailers, and resellers. Apple Inc. was founded in 1977 and is headquartered in Cupertino, California.","NASDAQ","USD","USA","Technology","Consumer Electronics","One Apple Park Way, Cupertino, CA, United States, 95014","147000","September","2020-12-31","2295940513792","85159002112","37.0925","3.0491","3.936","0.82","0.006","3.687","17.13","0.2174","0.2525","0.1336","0.8209","294135005184","104956000000","3.687","0.344","0.214","150.19","37.0925","31.25","7.9016","33.9544","7.7645","25.8397","1.2679","145.09","52.8225","133.1088","119.7779","16788100096","16770972142","99897228","91091816","0.88","0.01","0.006","0.065","59.662","0.82","0.006","0.2216","2021-02-11","2021-02-05","4:1","2020-08-31"
