"fiscalDateEnding","reportedCurrency","totalRevenue","totalOperatingExpense","costOfRevenue","grossProfit","ebit","netIncome","researchAndDevelopment","effectOfAccountingCharges","incomeBeforeTax","minorityInterest","sellingGeneralAdministrative","otherNonOperatingIncome","operatingIncome","otherOperatingExpense","interestExpense","taxProvision","interestIncome","netInterestIncome","extraordinaryItems","nonRecurring","otherItems","incomeTaxExpense","totalOtherIncomeExpense","discontinuedOperations","netIncomeFromContinuingOperations","netIncomeApplicableToCommonShares","preferredStockAndOtherAdjustments"
"2020-12-31","USD","9763000000","2978000000","5416000000","4347000000","1327000000","2490000000","1983000000","None","1275000000","None","995000000","-42000000","1369000000","None","47000000","-1210000000","8000000","-47000000","None","None","None","-1210000000","-47000000","None","2485000000","2490000000","None"
"2019-12-31","USD","6731000000","2237000000","3863000000","2868000000","466000000","341000000","1547000000","None","372000000","None","750000000","-165000000","631000000","-60000000","94000000","31000000","15000000","-79000000","13000000","None","None","31000000","-180000000","None","341000000","341000000","None"
"2018-12-31","USD","6475000000","1996000000","4028000000","2447000000","449000000","337000000","1434000000","None","330000000","None","562000000","-2000000","451000000","-60000000","121000000","-9000000","18000000","-103000000","-13000000","None","None","-9000000","-18000000","None","339000000","337000000","None"
"2017-12-31","USD","5329000000","1619000000","3506000000","1823000000","188000000","43000000","1160000000","None","69000000","None","459000000","-16000000","204000000","-52000000","126000000","19000000","6000000","-120000000","1130000000","None","None","19000000","-15000000","None","50000000","43000000","None"
"2016-12-31","USD","4272000000","1370000000","3274000000","998000000","-302000000","-497000000","1008000000","None","-448000000","None","372000000","70000000","-372000000","-10000000","156000000","39000000","2000000","-154000000","None","-10000000","None","39000000","88000000","None","-487000000","-497000000","None"
