"fiscalDateEnding","reportedCurrency","totalAssets","intangibleAssets","earningAssets","otherCurrentAssets","totalLiabilities","totalShareholderEquity","deferredLongTermLiabilities","otherCurrentLiabilities","commonStock","retainedEarnings","otherLiabilities","goodwill","otherAssets","cash","totalCurrentLiabilities","shortTermDebt","currentLongTermDebt","otherShareholderEquity","propertyPlantEquipment","totalCurrentAssets","longTermInvestments","netTangibleAssets","shortTermInvestments","netReceivables","longTermDebt","inventory","accountsPayable","totalPermanentEquity","additionalPaidInCapital","commonStockTotalEquity","preferredStockTotalEquity","retainedEarningsTotalEquity","treasuryStock","accumulatedAmortization","otherNonCurrrentAssets","deferredLongTermAssetCharges","totalNonCurrentAssets","capitalLeaseObligations","totalLongTermDebt","otherNonCurrentLiabilities","totalNonCurrentLiabilities","negativeGoodwill","warrants","preferredStockRedeemable","capitalSurplus","liabilitiesAndShareholderEquity","cashAndShortTermInvestments","accumulatedDepreciation","commonStockSharesOutstanding"
"2020-12-31","USD","8962000000","229000000","None","875000000","2924000000","5837000000","None","75000000","12000000","-4605000000","177000000","289000000","1618000000","1658000000","2417000000","None","None","17000000","641000000","6143000000","63000000","6038000000","695000000","3694000000","330000000","1399000000","2342000000","None","None","12000000","None","-4605000000","-131000000","None","373000000","None","641000000","201000000","330000000","177000000","507000000","None","None","None","10544000000","8962000000","2353000000","None","1211000000"
"2019-12-31","USD","6028000000","210000000","None","253000000","3002000000","2827000000","None","74000000","12000000","-7095000000","157000000","289000000","169000000","1466000000","2359000000","None","None","None","500000000","4597000000","58000000","2737000000","37000000","1859000000","486000000","982000000","2285000000","None","None","12000000","None","-7095000000","-53000000","None","584000000","None","1431000000","242000000","486000000","157000000","643000000","None","None","None","9963000000","6028000000","1503000000","None","1170000000"
"2018-12-31","USD","4556000000","226000000","None","304000000","3290000000","1266000000","None","24000000","10000000","-7436000000","192000000","289000000","95000000","1078000000","1984000000","136000000","136000000","-8000000","348000000","3540000000","58000000","977000000","78000000","1235000000","1114000000","845000000","1824000000","None","None","10000000","None","-7436000000","-50000000","None","321000000","None","1016000000","None","1114000000","192000000","1306000000","None","None","None","8750000000","4556000000","1156000000","None","1005000000"
"2017-12-31","USD","3540000000","239000000","None","298000000","2929000000","611000000","0","79000000","9000000","-7760000000","118000000","289000000","71000000","1185000000","1486000000","70000000","70000000","6000000","261000000","2622000000","58000000","322000000","2000000","400000000","1325000000","739000000","1337000000","0","0","9000000","0","-7760000000","-108000000","None","310000000","None","918000000","None","1325000000","118000000","1443000000","None","None","None","8464000000","3540000000","1185000000","None","967000000"
"2016-12-31","USD","3321000000","232000000","None","204000000","2905000000","416000000","0","132000000","9000000","-7803000000","124000000","289000000","45000000","1264000000","1346000000","1435000000","1435000000","-5000000","164000000","2530000000","59000000","127000000","0","311000000","1435000000","751000000","1214000000","0","0","9000000","0","-7803000000","-119000000","None","279000000","None","791000000","None","1435000000","124000000","1559000000","None","None","None","8334000000","3321000000","1264000000","None","935000000"
