"Symbol","AssetType","Name","Description","Exchange","Currency","Country","Sector","Industry","Address","FullTimeEmployees","FiscalYearEnd","LatestQuarter","MarketCapitalization","EBITDA","PERatio","PEGRatio","BookValue","DividendPerShare","DividendYield","EPS","RevenuePerShareTTM","ProfitMargin","OperatingMarginTTM","ReturnOnAssetsTTM","ReturnOnEquityTTM","RevenueTTM","GrossProfitTTM","DilutedEPSTTM","QuarterlyEarningsGrowthYOY","QuarterlyRevenueGrowthYOY","AnalystTargetPrice","TrailingPE","ForwardPE","PriceToSalesRatioTTM","PriceToBookRatio","EVToRevenue","EVToEBITDA","Beta","52WeekHigh","52WeekLow","50DayMovingAverage","200DayMovingAverage","SharesOutstanding","SharesFloat","SharesShort","SharesShortPriorMonth","ShortRatio","ShortPercentOutstanding","ShortPercentFloat","PercentInsiders","PercentInstitutions","ForwardAnnualDividendRate","ForwardAnnualDividendYield","PayoutRatio","DividendDate","ExDividendDate","LastSplitFactor","LastSplitDate"
"XOM","Common Stock","Exxon Mobil Corporation","Exxon Mobil Corporation explores for and produces crude oil and natural gas in the United States, Canada/other Americas, Europe, Africa, Asia, and Australia/Oceania. It operates through Upstream, Downstream, and Chemical segments. The company is also involved in the manufacture, trade, transport, and sale of crude oil, petroleum products, and other specialty products; and manufactures and markets petrochemicals, including olefins, polyolefins, aromatics, and various other petrochemicals. As of December 31, 2019, it had approximately 23,857 net operated wells with proved reserves of 22.4 billion oil-equivalent barrels. In addition, the company produces raw materials, such as polypropylene and isopropyl alcohol for medical masks, gowns, and hand sanitizer. The company was founded in 1870 and is based in Irving, Texas.","NYSE","USD","USA","Energy","Oil & Gas Integrated","5959 Las Colinas Boulevard, Irving, TX, United States, 75039-2298","0","December","2020-12-31","211438354432","18672001024","60.9512","2.1673","41.956","3.48","0.072","0.778","42.496","-0.1236","-0.1591","-0.0017","-0.1212","181502001152","827000000","-5.254","-0.492","-0.262","51.22","60.9512","22.8833","1.1159","1.1315","1.4363","9.6613","1.3783","57.7974","28.2835","45.3233","40.0876","4232999936","4223264100","44213065","44630327","1.51","0.01","0.0105","0.087","52.204","3.48","0.072","0","2020-12-10","2021-02-09","2:1","2001-07-19"
