"date","open","high","low","close","volume"
"2021-02-05","124.5400","130.2488","123.3800","127.7800","42798794"
"2021-01-29","111.4700","136.1300","110.4450","121.5200","322401541"
"2020-12-31","98.6900","109.7000","98.5200","109.0400","164210945"
"2020-11-30","84.6000","102.4400","84.5300","97.0200","163142611"
"2020-10-30","82.0600","91.2700","80.6100","83.8700","167548045"
"2020-09-30","80.1200","86.7900","76.1700","81.0700","216165935"
"2020-08-31","77.7700","84.0000","75.9800","79.2500","177314495"
"2020-07-31","56.9700","83.4000","56.7600","78.8900","342188050"
"2020-06-30","50.9100","58.0400","50.5400","56.7700","168873438"
"2020-05-29","52.4800","53.3400","49.3800","50.3300","194095929"
"2020-04-30","46.8300","54.6900","46.3000","53.1300","186987312"
"2020-03-31","54.3700","57.0900","42.7000","47.7900","275581158"
"2020-02-28","54.3500","59.7500","51.0000","53.8400","162061392"
"2020-01-31","59.6000","60.6400","53.6000","53.9400","181023884"
"2019-12-31","53.5500","59.7100","52.1800","58.1000","132550088"
"2019-11-29","51.8900","54.3700","51.7000","53.0900","108351728"
"2019-10-31","46.9600","52.0600","46.2400","51.6300","196800193"
"2019-09-30","42.1500","46.7400","41.5800","46.4800","129437119"
"2019-08-30","42.7500","43.3900","39.7800","42.6300","135389464"
"2019-07-31","41.5400","44.8800","39.2400","42.6300","145846717"
"2019-06-28","38.9600","40.7200","37.6600","39.1700","167157490"
"2019-05-31","44.2900","45.1400","37.1800","38.3500","221577046"
"2019-04-30","41.0800","45.6400","40.7400","43.8200","180322048"
"2019-03-29","39.3600","41.2400","37.9400","40.9600","128654249"
"2019-02-28","37.7500","39.9200","37.3800","39.0500","133381174"
"2019-01-31","36.2000","38.2600","34.2100","37.6200","239784311"
"2018-12-31","38.8200","39.0000","35.2700","36.9100","181083724"
"2018-11-30","38.7800","39.4900","35.2200","37.5900","200422290"
"2018-10-31","44.5500","44.9600","35.9700","38.1000","212658576"
"2018-09-28","43.2600","45.2400","43.1900","44.1600","151402667"
"2018-08-31","41.4400","44.4900","39.7900","43.6000","147705840"
"2018-07-31","36.2100","41.9200","36.0400","41.2100","166258948"
"2018-06-29","38.9900","40.0000","35.3500","36.5600","177483228"
"2018-05-31","38.3400","40.5500","37.3000","38.7000","153835941"
"2018-04-30","43.3400","44.2800","37.9900","38.4500","187173716"
"2018-03-29","43.3500","45.7500","42.1500","43.7600","134030715"
"2018-02-28","45.3300","45.9300","39.9600","43.3500","158668582"
"2018-01-31","40.5100","46.5700","40.4200","45.3100","148136144"
"2017-12-29","39.9500","40.2200","38.5200","39.6500","107390002"
"2017-11-30","42.4800","43.0200","39.1700","39.6000","96151578"
"2017-10-31","37.8300","42.6600","37.7650","42.3300","101415097"
"2017-09-29","37.0000","38.4300","36.6463","37.5500","114880505"
"2017-08-31","35.9500","37.0800","35.3400","36.9700","88241006"
"2017-07-31","35.0400","36.6100","34.3100","35.9600","136585266"
"2017-06-30","35.7000","36.9200","34.5310","34.9600","149611056"
"2017-05-31","33.1600","35.8100","33.1400","35.3600","142702014"
"2017-04-28","32.9400","33.3300","31.4900","33.0700","100786797"
"2017-03-31","31.4200","33.5300","30.5400","32.8400","131397987"
"2017-02-28","31.2400","32.4900","30.1700","31.4700","121225615"
"2017-01-31","29.2500","31.4499","28.9800","30.9100","147838562"
