"fiscalDateEnding","reportedCurrency","totalAssets","intangibleAssets","earningAssets","otherCurrentAssets","totalLiabilities","totalShareholderEquity","deferredLongTermLiabilities","otherCurrentLiabilities","commonStock","retainedEarnings","otherLiabilities","goodwill","otherAssets","cash","totalCurrentLiabilities","shortTermDebt","currentLongTermDebt","otherShareholderEquity","propertyPlantEquipment","totalCurrentAssets","longTermInvestments","netTangibleAssets","shortTermInvestments","netReceivables","longTermDebt","inventory","accountsPayable","totalPermanentEquity","additionalPaidInCapital","commonStockTotalEquity","preferredStockTotalEquity","retainedEarningsTotalEquity","treasuryStock","accumulatedAmortization","otherNonCurrrentAssets","deferredLongTermAssetCharges","totalNonCurrentAssets","capitalLeaseObligations","totalLongTermDebt","otherNonCurrentLiabilities","totalNonCurrentLiabilities","negativeGoodwill","warrants","preferredStockRedeemable","capitalSurplus","liabilitiesAndShareholderEquity","cashAndShortTermInvestments","accumulatedDepreciation","commonStockSharesOutstanding"
"2020-02-29","USD","11133235000","2764600000","None","74567000","2454655000","8678580000","31233000","346639000","1328000","2541313000","189687000","5337405000","748100000","647604000","710166000","None","None","None","357092000","1537497000","None","576575000","None","492346000","1439024000","322980000","363527000","None","None","1328000","None","2541313000","None","None","496850000","None","639791000","144440000","1439024000","274232000","1744489000","None","None","None","6135939000","11133235000","647604000","None","663481000"
"2019-02-28","USD","10016752000","2685960000","None","43721000","2710342000","7306410000","1342000","335509000","1317000","1116495000","340847000","5494505000","122051000","582410000","636796000","None","None","None","318978000","1395258000","None","-874055000","0","493122000","1732699000","276005000","185362000","None","None","1317000","None","1116495000","None","None","33170000","None","8621494000","None","1732699000","34128000","2073546000","None","None","None","6188598000","10016752000","582410000","None","658514000"
"2018-02-28","USD","4708287000","96124000","None","30767000","566874000","4141413000","17622000","90684000","991000","1409452000","145732000","1993310000","61264000","888482000","421142000","None","None","-2322000","202222000","2363955000","2200000","2060567000","952790000","280395000","0","170039000","145236000","0","0","1000000","0","1542437000","0","None","8717000","None","2344332000","None","None","35523000","145732000","None","None","None","2733292000","4864319000","1841272000","None","510000000"
"2017-02-28","USD","4648650000","69635000","None","104617000","620999000","4027651000","0","1670000","1012000","1009841000","124583000","2003413000","41473000","814092000","496416000","None","None","23000","243397000","2280330000","10402000","1964707000","854268000","335384000","0","171969000","143484000","0","0","1012000","0","1009841000","0","None","11109000","None","2368320000","None","None","21085000","124583000","None","None","None","3016775000","4648650000","1668360000","None","506095000"
"2016-02-29","USD","5442127000","18010000","None","102560000","1302004000","4140123000","0","791722000","1015000","1110982000","76219000","2029945000","110136000","1278180000","1225785000","None","None","-795000","299540000","2918626000","11296000","2092168000","1004569000","323300000","0","210017000","434063000","0","0","1015000","0","1110982000","0","None","164710000","None","2523501000","None","None","76219000","76219000","None","None","None","3028921000","5442127000","2282749000","None","507572000"
