"Symbol","AssetType","Name","Description","Exchange","Currency","Country","Sector","Industry","Address","FullTimeEmployees","FiscalYearEnd","LatestQuarter","MarketCapitalization","EBITDA","PERatio","PEGRatio","BookValue","DividendPerShare","DividendYield","EPS","RevenuePerShareTTM","ProfitMargin","OperatingMarginTTM","ReturnOnAssetsTTM","ReturnOnEquityTTM","RevenueTTM","GrossProfitTTM","DilutedEPSTTM","QuarterlyEarningsGrowthYOY","QuarterlyRevenueGrowthYOY","AnalystTargetPrice","TrailingPE","ForwardPE","PriceToSalesRatioTTM","PriceToBookRatio","EVToRevenue","EVToEBITDA","Beta","52WeekHigh","52WeekLow","50DayMovingAverage","200DayMovingAverage","SharesOutstanding","SharesFloat","SharesShort","SharesShortPriorMonth","ShortRatio","ShortPercentOutstanding","ShortPercentFloat","PercentInsiders","PercentInstitutions","ForwardAnnualDividendRate","ForwardAnnualDividendYield","PayoutRatio","DividendDate","ExDividendDate","LastSplitFactor","LastSplitDate"
"MRVL","Common Stock","Marvell Technology Group Ltd","Marvell Technology Group Ltd. designs, develops, and sells analog, mixed-signal, digital signal processing, and embedded and standalone integrated circuits. It offers a portfolio of Ethernet solutions, including controllers, network adapters, physical transceivers, and switches; single or multiple core processors; custom application specific integrated circuits; and printer SoC products and application processors. The company also provides a range of storage products comprising storage controllers for hard disk drives (HDD) and solid-state drives that support various host system interfaces consisting of serial attached SCSI (SAS), serial advanced technology attachment (SATA), peripheral component interconnect express, non-volatile memory express (NVMe), and NVMe over fabrics; and fiber channel products, including host bus adapters, and controllers for server and storage system connectivity. It has operations in the United States, China, Malaysia, the Philippines, Thailand, Singapore, India, Israel, Japan, South Korea, Taiwan, and Vietnam. The company was founded in 1995 and is headquartered in Hamilton, Bermuda.","NASDAQ","USD","USA","Technology","Semiconductors","Canon's Court, Hamilton, Bermuda, HM 12","5633","February","2020-08-31","33607323648","495753984","22.9377","1.984","12.489","0.24","0.0048","2.182","4.346","0.5119","-0.0508","-0.0087","0.1901","2888752128","1412767000","2.182","0","0.132","53.04","22.9377","36.3636","12.0439","4.0078","11.8658","24.436","1.182","55.7","16.3347","49.9924","42.2596","671475008","664349738","34478113","31976726","4.18","0.05","0.0737","0.908","91.411","0.24","0.0048","0.2824","2021-01-14","2020-12-22","2:1","2006-07-25"
